Date,Open,High,Low,Close,Adj Close,Volume
2002-01-01,39.950001,40.349998,39.000000,39.250000,18.270777,59640
2002-01-02,39.049999,39.599998,39.000000,39.250000,18.270777,37194
2002-01-03,39.700001,39.849998,39.000000,39.599998,18.433701,24733
2002-01-04,40.500000,40.500000,39.500000,39.799999,18.526798,71633
2002-01-07,40.250000,40.700001,40.000000,40.150002,18.689722,60891
2002-01-08,39.799999,40.700001,39.500000,39.750000,18.503527,41701
2002-01-09,39.750000,40.000000,39.099998,39.299999,18.294048,47143
2002-01-10,40.000000,40.000000,39.099998,39.200001,18.247498,23531
2002-01-11,39.500000,39.700001,39.000000,39.049999,18.177675,37274
2002-01-14,40.099998,40.150002,39.400002,39.450001,18.363874,40210
2002-01-15,39.849998,40.000000,39.250000,39.599998,18.433701,23756
2002-01-16,40.700001,41.000000,40.000000,40.150002,18.689722,74417
2002-01-17,40.000000,44.200001,40.000000,43.150002,20.086218,411092
2002-01-18,39.599998,43.750000,39.599998,42.200001,19.643993,107004
2002-01-21,42.700001,43.500000,42.000000,42.200001,19.643993,80515
2002-01-22,42.500000,42.950001,41.549999,41.900002,19.504339,78124
2002-01-23,42.400002,43.950001,40.299999,43.000000,20.016392,352578
2002-01-24,44.750000,44.750000,41.250000,41.500000,19.318146,196545
2002-01-25,41.400002,41.799999,40.650002,41.099998,19.131945,65403
2002-01-28,41.000000,41.500000,40.500000,40.750000,18.969021,45455
2002-01-29,40.750000,41.000000,40.549999,40.650002,18.922474,23888
2002-01-30,40.750000,40.900002,40.099998,40.549999,18.875919,48530
2002-01-31,41.000000,41.000000,40.200001,40.599998,18.899195,66833
2002-02-01,40.650002,41.000000,40.400002,40.549999,18.875919,56492
2002-02-04,40.900002,41.500000,40.250000,40.450001,18.829374,58044
2002-02-05,40.400002,40.900002,40.250000,40.400002,18.806105,37034
2002-02-06,40.799999,44.450001,40.400002,42.250000,19.667267,277705
2002-02-07,43.950001,44.000000,41.000000,41.250000,19.201773,92775
2002-02-08,41.700001,42.500000,40.750000,41.599998,19.364691,110406
2002-02-11,42.849998,43.299999,42.099998,42.900002,19.969843,163981
2002-02-12,43.200001,43.849998,42.500000,42.750000,19.900015,113057
2002-02-13,42.799999,43.000000,42.500000,42.650002,19.853472,59415
2002-02-14,43.000000,43.200001,42.599998,42.750000,19.900015,52165
2002-02-15,42.750000,44.250000,42.700001,43.700001,20.342237,327613
2002-02-18,44.599998,46.000000,43.799999,45.000000,20.947384,614715
2002-02-19,44.950001,45.500000,44.150002,44.299999,20.621534,254267
2002-02-20,44.500000,44.500000,43.200001,43.349998,20.179312,112805
2002-02-21,43.299999,44.500000,43.299999,44.000000,20.481886,115308
2002-02-22,43.200001,45.000000,43.200001,44.599998,20.761189,117470
2002-02-25,43.650002,44.900002,43.650002,44.349998,20.644808,95988
2002-02-26,44.799999,44.900002,43.799999,44.049999,20.505167,100257
2002-02-27,44.799999,45.950001,43.299999,43.500000,20.249142,114316
2002-02-28,43.799999,45.000000,41.099998,41.450001,19.294870,327873
2002-03-01,41.000000,42.799999,40.650002,42.250000,19.667267,101985
2002-03-04,42.900002,46.500000,42.900002,46.500000,21.645632,520223
2002-03-05,47.900002,48.349998,46.150002,46.450001,21.622356,680656
2002-03-06,46.950001,47.250000,44.799999,45.900002,21.366333,542920
2002-03-07,45.000000,46.000000,45.000000,45.349998,21.110310,155459
2002-03-08,45.599998,45.599998,44.099998,44.299999,20.621534,175883
2002-03-11,44.200001,44.599998,43.400002,43.750000,20.365517,90621
2002-03-12,43.500000,43.849998,43.200001,43.299999,20.156042,104550
2002-03-13,43.700001,43.799999,43.099998,43.299999,20.156042,80337
2002-03-14,43.400002,43.849998,43.150002,43.250000,20.132765,45011
2002-03-15,43.799999,44.349998,43.150002,44.150002,20.551712,353562
2002-03-18,44.599998,44.950001,43.500000,43.700001,20.342237,72754
2002-03-19,43.700001,43.950001,43.099998,43.349998,20.179312,74871
2002-03-20,43.150002,43.849998,43.099998,43.500000,20.249142,72018
2002-03-21,43.099998,43.599998,43.099998,43.400002,20.202591,52785
2002-03-22,43.200001,43.799999,43.200001,43.549999,20.272409,31936
2002-03-25,43.549999,43.549999,43.549999,43.549999,20.272409,0
2002-03-26,43.500000,44.250000,43.049999,43.299999,20.156042,65283
2002-03-27,43.450001,43.950001,43.299999,43.549999,20.272409,37475
2002-03-28,43.400002,47.000000,43.400002,43.799999,20.388784,115729
2002-03-29,43.799999,43.799999,43.799999,43.799999,20.388784,0
2002-04-01,44.900002,45.799999,42.150002,43.750000,20.365517,54183
2002-04-02,43.599998,44.000000,43.500000,43.650002,20.318964,47681
2002-04-03,43.599998,43.950001,43.549999,43.799999,20.388784,50866
2002-04-04,43.950001,45.400002,43.650002,44.500000,20.714638,213869
2002-04-05,44.250000,45.500000,44.250000,44.750000,20.831009,128215
