Date,Open,High,Low,Close,Adj Close,Volume
2003-01-01,59.987499,61.974998,59.987499,61.087502,43.282257,6027072
2003-01-02,61.525002,62.924999,57.912498,58.299999,41.307224,5325328
2003-01-03,60.000000,61.049999,58.500000,59.012501,41.812065,4198040
2003-01-06,59.924999,60.187500,56.875000,57.262501,40.572144,4121520
2003-01-07,58.000000,58.500000,56.062500,56.599998,40.102737,2650800
2003-01-08,57.349998,59.150002,56.924999,58.625000,41.537498,2648456
2003-01-09,59.000000,60.150002,58.450001,59.200001,41.944920,2630400
2003-01-10,60.000000,60.000000,55.262501,55.575001,39.376503,1702816
2003-01-13,56.224998,56.750000,54.250000,56.137501,39.775043,2421496
2003-01-14,56.724998,58.625000,56.500000,56.887501,40.306435,2239360
2003-01-15,57.349998,58.625000,57.025002,58.025002,41.112389,2759760
2003-01-16,58.462502,60.200001,57.525002,58.849998,41.696911,2842656
2003-01-17,58.125000,59.000000,57.275002,57.525002,40.758110,1284144
2003-01-20,57.250000,57.474998,55.275002,55.687500,39.456200,928872
2003-01-21,55.762501,56.562500,54.000000,54.237499,38.428844,1147240
2003-01-22,54.700001,55.750000,54.075001,54.474998,38.597107,1081352
2003-01-23,53.750000,54.474998,51.775002,52.474998,37.180054,1001872
2003-01-24,52.625000,53.474998,49.887501,50.599998,35.851563,1436848
2003-01-27,48.000000,49.974998,46.275002,47.075001,33.354000,916832
2003-01-28,48.137501,50.750000,46.250000,50.362499,35.683285,2043224
2003-01-29,50.525002,51.250000,48.549999,48.937500,34.673634,1370440
2003-01-30,48.775002,51.099998,48.775002,49.687500,35.205029,1203464
2003-01-31,48.750000,50.112499,48.174999,48.487499,34.354790,1083040
2003-02-03,48.812500,52.474998,48.625000,52.187500,36.976345,1566808
2003-02-04,52.250000,53.474998,50.012501,50.549999,35.816139,1311144
2003-02-05,49.750000,50.500000,48.837502,49.612499,35.151894,845080
2003-02-06,49.687500,50.900002,49.125000,50.612499,35.860413,946624
2003-02-07,50.137501,51.912498,49.562500,50.125000,35.515003,1023440
2003-02-10,49.500000,50.224998,48.299999,48.462502,34.337093,449688
2003-02-11,48.500000,49.737499,47.750000,48.025002,34.027100,701960
2003-02-12,48.525002,48.750000,47.025002,47.387501,33.575401,459064
2003-02-13,47.387501,47.387501,47.387501,47.387501,33.575401,0
2003-02-14,45.637501,47.849998,44.562500,44.987499,31.874939,790336
2003-02-17,46.250000,48.000000,45.787498,47.849998,33.903118,795272
2003-02-18,48.599998,49.000000,47.325001,47.562500,33.699402,819688
2003-02-19,48.250000,48.462502,47.412498,47.587502,33.717117,455960
2003-02-20,46.400002,47.737499,45.825001,47.437500,33.610836,542944
2003-02-21,47.500000,47.950001,46.424999,46.612499,33.026299,494544
2003-02-24,47.737499,47.737499,46.500000,46.900002,33.229996,326488
2003-02-25,45.387501,47.000000,45.387501,45.799999,32.450619,264440
2003-02-26,46.275002,46.950001,44.650002,45.000000,31.883802,422312
2003-02-27,44.750000,46.450001,44.700001,45.687500,32.370911,280480
